"","participant","source","word","type","correct_reponse","key_resp_lextale_trial.keys","key_resp_lextale_trial.corr","key_resp_lextale_trial.rt","group","is_correct","log_rt"
"14","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","vinzó","pseudoword","0","1","0",0.716,"L3_group",0,-0.334075112021491
"15","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","ánimo","non_cognate","1","1","0",0.632,"L3_group",1,-0.45886588483528
"16","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","tumor","three_way_cognate","1","1","0",0.644,"L3_group",1,-0.440056552877783
"17","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","suelo","non_cognate","1","0","1",0.62,"L3_group",0,-0.478035800943
"18","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","pabea","pseudoword","0","1","0",0.918,"L3_group",0,-0.0855578883616465
"19","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","retina","three_way_cognate","1","1","0",0.505,"L3_group",1,-0.683196849706777
"20","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","forro","non_cognate","1","1","0",0.709,"L3_group",1,-0.34389975245001
"21","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","rostro","non_cognate","1","1","0",1.234,"L3_group",1,0.210260925483196
"22","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","trcia","pseudoword","0","1","0",0.941,"L3_group",0,-0.0608121393967575
"23","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","golf","three_way_cognate","1","1","0",1.229,"L3_group",1,0.206200830583898
"24","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","arane","pseudoword","0","1","0",0.722,"L3_group",0,-0.325730140089311
"25","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","plan","three_way_cognate","1","1","0",1.381,"L3_group",1,0.322807874427155
"26","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","grigir","pseudoword","0","1","0",1.318,"L3_group",0,0.276115436080316
"27","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","vueras","pseudoword","0","1","0",1.211,"L3_group",0,0.191446464570955
"28","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","flora","three_way_cognate","1","0","1",0.886,"L3_group",0,-0.121038328377056
"29","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","gino","pseudoword","0","1","0",1.078,"L3_group",0,0.0751074724868055
"30","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","rizado","non_cognate","1","1","0",1.717,"L3_group",1,0.540578581915338
"31","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","trauma","three_way_cognate","1","1","0",0.855,"L3_group",1,-0.156653810045377
"32","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","samón","pseudoword","0","1","0",0.799,"L3_group",0,-0.224394333215862
"33","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","dibrea","pseudoword","0","0","1",0.831,"L3_group",1,-0.185125484126689
"34","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","fuar","pseudoword","0","1","0",1.505,"L3_group",0,0.408792898200839
"35","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","gripar","pseudoword","0","0","1",0.978,"L3_group",1,-0.0222456089473197
"36","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","caro","non_cognate","1","1","0",1.43,"L3_group",1,0.357674444271816
"37","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","esís","pseudoword","0","1","0",0.858,"L3_group",0,-0.153151179494175
"38","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","feo","non_cognate","1","1","0",0.825,"L3_group",1,-0.192371892647456
"39","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","parre","pseudoword","0","1","0",0.846,"L3_group",0,-0.167235919375914
"40","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","guerra","non_cognate","1","1","0",0.891,"L3_group",1,-0.115410851511328
"41","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","épinas","pseudoword","0","1","0",1.009,"L3_group",0,0.0089597413714718
"42","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","animal","two_way_cognate","1","1","0",0.933,"L3_group",1,-0.0693500781347932
"43","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","sierra","non_cognate","1","0","1",0.81,"L3_group",0,-0.210721031315653
"44","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","enorme","non_cognate","1","0","1",0.716,"L3_group",0,-0.334075112021491
"45","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","peniz","pseudoword","0","1","0",1.002,"L3_group",0,0.00199800266267306
"46","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","prave","pseudoword","0","1","0",0.938,"L3_group",0,-0.0640053299759124
"47","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","conso","pseudoword","0","1","0",0.641,"L3_group",0,-0.444725822061467
"48","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","rúo","pseudoword","0","0","1",0.863,"L3_group",1,-0.147340587898709
"49","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","puñal","non_cognate","1","1","0",1.678,"L3_group",1,0.517602608045014
"50","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","honor","two_way_cognate","1","1","0",1.01,"L3_group",1,0.00995033085316809
"51","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","fiscal","two_way_cognate","1","1","0",0.851,"L3_group",1,-0.161343150408763
"52","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","test","three_way_cognate","1","1","0",0.552,"L3_group",1,-0.594207232705042
"53","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","desaro","pseudoword","0","1","0",1.059,"L3_group",0,0.0573250666192694
"54","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","anfia","pseudoword","0","1","0",1.326,"L3_group",0,0.282166891763671
"55","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","vien","pseudoword","0","1","0",0.908,"L3_group",0,-0.0965109003808437
"56","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","harvé","pseudoword","0","1","0",0.946,"L3_group",0,-0.0555127099302588
"57","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","mibro","pseudoword","0","1","0",0.908,"L3_group",0,-0.0965109003808437
"58","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","mango","three_way_cognate","1","1","0",1.124,"L3_group",1,0.116893751471499
"59","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","cobén","pseudoword","0","0","1",0.65,"L3_group",1,-0.430782916092454
"60","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","equipo","non_cognate","1","0","1",0.862,"L3_group",0,-0.148500008318444
"61","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","mauja","pseudoword","0","0","1",1.209,"L3_group",1,0.189793571632656
"62","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","edioso","pseudoword","0","1","0",1.521,"L3_group",0,0.419368013277156
"63","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","torso","two_way_cognate","1","1","0",0.561,"L3_group",1,-0.578034373459441
"64","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","rumor","two_way_cognate","1","1","0",1.044,"L3_group",1,0.043059489460447
"65","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","losco","pseudoword","0","1","0",1.113,"L3_group",0,0.107059072293408
"66","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","rendir","non_cognate","1","1","0",0.978,"L3_group",1,-0.0222456089473197
"67","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","cuenco","non_cognate","1","1","0",0.975,"L3_group",1,-0.0253178079842899
"68","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","pelvis","two_way_cognate","1","0","1",1.327,"L3_group",0,0.28292075535007
"69","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","babrá","pseudoword","0","1","0",1.155,"L3_group",0,0.144100343973757
"70","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","hotel","three_way_cognate","1","1","0",0.931,"L3_group",1,-0.0714960017050699
"71","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","aduana","non_cognate","1","1","0",1.083,"L3_group",1,0.0797349680188535
"72","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","regalo","non_cognate","1","1","0",0.664,"L3_group",1,-0.409473129505703
"73","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","collar","two_way_cognate","1","1","0",1.549,"L3_group",1,0.437609561434732
"74","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","morrá","pseudoword","0","0","1",0.658,"L3_group",1,-0.41855034765682
"75","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","pelvis","two_way_cognate","1","1","0",0.859,"L3_group",1,-0.151986356997882
"76","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","pasta","two_way_cognate","1","1","0",0.824,"L3_group",1,-0.193584749072665
"77","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","pegar","non_cognate","1","1","0",0.839,"L3_group",1,-0.175544572514931
"78","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","lobe","pseudoword","0","1","0",0.664,"L3_group",0,-0.409473129505703
"79","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","vigor","two_way_cognate","1","0","1",0.823,"L3_group",0,-0.194799078305067
"80","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","aleta","non_cognate","1","1","0",0.673,"L3_group",1,-0.396009949337409
"81","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","extra","three_way_cognate","1","0","1",0.905,"L3_group",0,-0.0998203352822109
"82","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","teñir","non_cognate","1","0","1",0.823,"L3_group",0,-0.194799078305067
"83","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","halo","two_way_cognate","1","1","0",1.285,"L3_group",1,0.250758718347183
"84","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","enigma","two_way_cognate","1","1","0",0.697,"L3_group",1,-0.360969868221613
"85","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","barbs","pseudoword","0","1","0",1.196,"L3_group",0,0.17898265552844
"86","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","venado","non_cognate","1","0","1",0.986,"L3_group",0,-0.0140989243795016
"87","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","estulo","pseudoword","0","1","0",0.616,"L3_group",0,-0.484508315448617
"88","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","diroco","pseudoword","0","1","0",0.818,"L3_group",0,-0.20089294237939
"89","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","próces","pseudoword","0","1","0",1.075,"L3_group",0,0.0723206615796261
"90","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","civil","two_way_cognate","1","0","1",1.182,"L3_group",0,0.167207918983906
"91","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","llamar","non_cognate","1","1","0",1.014,"L3_group",1,0.0139029051689914
"92","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","mortal","two_way_cognate","1","0","1",0.836,"L3_group",0,-0.179126665897435
"93","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","colcha","non_cognate","1","1","0",1.244,"L3_group",1,0.218331994316988
"94","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","chote","pseudoword","0","1","0",0.97,"L3_group",0,-0.0304592074847086
"95","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","suelet","pseudoword","0","1","0",0.682,"L3_group",0,-0.382725621138675
"96","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","laras","pseudoword","0","0","1",0.976,"L3_group",1,-0.0242926925690446
"97","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","pupica","pseudoword","0","1","0",1.201,"L3_group",0,0.183154543097847
"98","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","nocita","pseudoword","0","1","0",1.143,"L3_group",0,0.133656384812674
"99","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","virios","pseudoword","0","1","0",0.83,"L3_group",0,-0.186329578191493
"100","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","seled","pseudoword","0","0","1",1.89,"L3_group",1,0.636576829071551
"101","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","clan","three_way_cognate","1","0","1",1.05,"L3_group",0,0.048790164169432
"102","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","muleta","non_cognate","1","1","0",1.317,"L3_group",1,0.275356422761144
"103","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","siglo","non_cognate","1","1","0",0.757,"L3_group",1,-0.278392025544688
"104","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","aurora","two_way_cognate","1","0","1",1.354,"L3_group",0,0.303063174490083
"105","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","cricó","pseudoword","0","0","1",1.464,"L3_group",1,0.38117241553912
"106","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","suave","non_cognate","1","0","1",1.925,"L3_group",0,0.654925967739748
"107","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","tobre","pseudoword","0","0","1",1.396,"L3_group",1,0.333611004340181
"108","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","panté","pseudoword","0","1","0",1.183,"L3_group",0,0.16805358499625
"109","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","gió","pseudoword","0","1","0",1.353,"L3_group",0,0.302324349188651
"110","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","hueas","pseudoword","0","1","0",1.257,"L3_group",0,0.22872792960811
"111","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","aura","three_way_cognate","1","1","0",1.048,"L3_group",1,0.0468835858988505
"112","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","albino","three_way_cognate","1","1","0",1.328,"L3_group",1,0.283674051054242
"113","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","emén","pseudoword","0","0","1",0.985,"L3_group",1,-0.0151136378100482
"114","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","llevar","non_cognate","1","1","0",0.701,"L3_group",1,-0.355247391947547
"115","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","martir","pseudoword","0","1","0",1.265,"L3_group",0,0.235072122179483
"116","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","dobbo","pseudoword","0","1","0",1.329,"L3_group",0,0.284426779731108
"117","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","jauda","pseudoword","0","1","0",0.892,"L3_group",0,-0.114289146402128
"118","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","viable","two_way_cognate","1","1","0",1.669,"L3_group",1,0.512224644679698
"119","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","inichó","pseudoword","0","1","0",1.892,"L3_group",0,0.637634470629686
"120","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","percha","non_cognate","1","0","1",0.968,"L3_group",0,-0.0325231917055601
"121","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","civas","pseudoword","0","1","0",0.801,"L3_group",0,-0.221894331913778
"122","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","diebro","pseudoword","0","1","0",0.972,"L3_group",0,-0.028399474521698
"123","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","listo","non_cognate","1","0","1",0.628,"L3_group",0,-0.465215112513938
"124","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","cengo","pseudoword","0","1","0",1.019,"L3_group",0,0.0188217542405877
"125","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","editor","two_way_cognate","1","0","1",0.86,"L3_group",0,-0.150822889734584
"126","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","molor","pseudoword","0","1","0",0.84,"L3_group",0,-0.174353387144778
"127","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","punta","non_cognate","1","0","1",0.885,"L3_group",0,-0.122167633974208
"128","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","huenos","pseudoword","0","1","0",1.026,"L3_group",0,0.0256677467485778
"129","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","asumie","pseudoword","0","1","0",0.866,"L3_group",0,-0.143870370419702
"130","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","sasos","pseudoword","0","1","0",0.973,"L3_group",0,-0.027371196796132
"131","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","ceme","pseudoword","0","1","0",1.497,"L3_group",0,0.403463105437491
"132","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","aviso","non_cognate","1","1","0",1.422,"L3_group",1,0.352064331381049
"133","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","ala","non_cognate","1","0","1",0.966,"L3_group",0,-0.0345914447696191
"134","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","hálito","non_cognate","1","1","0",1.117,"L3_group",1,0.110646520087064
"135","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","pico","non_cognate","1","0","1",0.956,"L3_group",0,-0.0449973659307358
"136","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","flecha","non_cognate","1","1","0",0.807,"L3_group",1,-0.214431610712188
"137","5a06ebf2c259f300017656ee","5a06ebf2c259f300017656ee_empathy_intonation_perc_2025-04-30_10h01.31.083.csv","trugo","pseudoword","0","0","1",0.759,"L3_group",1,-0.275753501586507
